Date,Open Price,High Price,Low Price,Close Price,WAP
14-March-2019,22600.0,22960.0,22540.95,22640.1,22683.644194756558
13-March-2019,22450.1,22873.15,22450.1,22789.05,22728.759327731088
12-March-2019,23100.0,23341.15,22336.0,22482.95,22827.25612611206
11-March-2019,21999.95,22990.0,21999.95,22892.75,22614.32792418537
8-March-2019,21500.1,22050.95,21376.4,21865.25,21825.469173283516
7-March-2019,21575.05,21668.5,21386.75,21501.85,21534.190684133915
6-March-2019,21555.0,21771.8,21396.5,21500.15,21565.508944870395
5-March-2019,19550.0,21786.95,19340.2,21507.7,20866.697017650644
1-March-2019,19999.85,20028.85,19759.6,19938.25,19901.443943492643
28-February-2019,20377.85,20566.75,19791.0,19899.55,20139.346481051813
27-February-2019,20710.0,20710.0,20261.35,20364.25,20477.94150246305
26-February-2019,20600.0,20945.0,20333.0,20507.9,20542.67512690356
25-February-2019,20800.0,20800.0,20300.0,20652.9,20625.039309683605
22-February-2019,20469.9,20613.95,20300.0,20540.1,20440.932131057267
21-February-2019,20540.0,20599.2,20260.15,20469.85,20409.768822905626
20-February-2019,20499.9,20650.0,20376.35,20468.4,20495.61467889908
19-February-2019,20245.0,20420.0,20185.0,20353.7,20312.829206670038
18-February-2019,20350.0,20499.0,20040.0,20128.25,20186.65648854961
15-February-2019,20026.0,20347.0,19956.0,20204.25,20122.649545454544
14-February-2019,20288.0,20697.9,19910.0,20024.8,20042.099159342757
13-February-2019,21102.0,21750.0,20011.0,20151.05,20565.03105296343
12-February-2019,20212.0,21194.0,20100.0,21032.1,20850.020309994652
11-February-2019,20400.0,21473.35,20238.45,20674.7,20853.67894916411
8-February-2019,21944.0,21950.0,20720.25,20839.0,21255.873385482995
7-February-2019,21202.0,22000.0,21165.55,21818.15,21575.54336513444
6-February-2019,20538.0,21200.0,20538.0,21110.2,20890.72421448088
5-February-2019,20249.8,20560.0,20157.6,20488.9,20446.354485776803
4-February-2019,19778.8,20460.35,19467.2,20157.55,20050.68875214653
1-February-2019,19265.0,20102.3,19107.15,19603.55,19634.221384832777
31-January-2019,19100.0,19145.25,18851.0,19003.75,18996.21827000808
30-January-2019,18925.0,19095.0,18780.0,18896.0,18944.350599228113
29-January-2019,19950.0,19950.0,18811.05,18883.9,19239.19310722101
28-January-2019,20040.0,20208.0,19850.0,19943.75,20023.913043478256
25-January-2019,20100.0,20334.4,19884.15,20040.4,20159.640339702757
24-January-2019,20050.0,20327.55,20050.0,20100.95,20183.624212736177
23-January-2019,20245.0,20245.0,20000.1,20075.1,20101.905031446542
22-January-2019,20000.0,20374.45,19908.7,20014.15,20051.77708592777
21-January-2019,20020.0,20279.9,19990.15,20050.3,20119.267190569743
18-January-2019,20301.0,20620.0,19968.9,20140.15,20154.413636363646
17-January-2019,20745.0,20825.0,20203.75,20374.35,20448.871392722715
